zid,Lat,Lng,Price,Bedrooms,Bathrooms,constructedArea,zipCode,hasGarage,hasPool,hasCooling,hasView,yearBuilt,stories,parkingSpaces,annualHOI,schoolElemRating,schoolElemDist,schoolMidRating,schoolMidDist,schoolHighRating,schoolHighDist,priceIncreased,priceDiff,days,lotAreaSQFT
70306548,30.082949,-95.198296,285000,3,3,1929,77339,1,0,1,0,2011,1,2,1197,7,0.6,6,1.9,5,1.2,0,0,4355,6377.184
70306559,30.083261,-95.199,259000,3,2,1395,77339,1,0,1,0,2016,1,2,1088,7,0.6,6,1.9,5,1.2,1,257550,2257,6333.624
70306563,30.083265,-95.198296,360000,4,5,3660,77339,1,0,1,0,2006,2,2,1512,7,0.6,6,1.9,5,1.2,1,146750,2518,6324.912
70306577,30.083763,-95.19942,269000,3,2,1460,77339,1,0,1,0,2017,1,2,1130,7,0.6,6,1.9,5,1.2,0,0,14,11268.972
70306767,30.036722,-95.24907,290900,4,3,2774,77339,1,1,1,0,2006,2,2,1222,4,1.6,6,2.6,5,3.1,1,161000,4458,5270.76
70307273,29.921728,-95.67615,549900,7,4,4433,77095,1,1,1,1,2005,1,0,2310,7,1.4,8,1.2,5,2.8,1,134900,537,7707
70307632,29.834341,-95.69337,464900,5,3,2914,77084,1,0,1,1,2005,2,3,1953,5,1.4,6,2.2,5,1.4,0,0,5719,10375.992
70308639,29.745481,-95.638336,835000,5,4,3286,77077,1,1,1,0,2007,2,3,3507,9,0.9,7,1.1,5,0.6,0,0,0,8437.572
70308646,29.74616,-95.63806,698000,3,3,3122,77077,1,0,1,0,2005,2,2,2932,9,0.9,7,1.1,5,0.5,0,0,0,7413.912
70309675,29.716055,-95.58689,895000,5,4,3890,77082,1,0,1,0,2012,2,2,3759,5,1.4,6,2.9,3,1,0,-216111,539,17145.216
70310511,29.624863,-95.21566,215000,4,3,1938,77034,1,0,1,0,2005,2,2,903,7,1.7,6,3.5,5,2.7,0,-30000,5063,5950.296
70311007,29.837399,-95.66982,309900,4,2,2548,77084,1,0,1,0,2008,1,2,1302,5,0.8,6,0.8,5,2.3,0,0,0,7801.596
70311881,29.606916,-95.3582,303000,4,3,2740,77047,1,0,1,0,2005,2,2,1273,3,1.4,2,2.5,3,3.2,0,-8000,5449,5863.176
70311964,29.818386,-95.41376,439000,3,3,2189,77018,1,0,1,0,2008,2,2,1844,3,4,3,4,3,6,1,49000,2822,2404.512
70312286,29.961245,-95.42985,210000,3,2,1269,77067,1,0,1,0,2005,1,2,882,3,4,3,4,3,6,1,81000,1275,3153.744
70312909,29.932623,-95.51821,250000,3,2,1426,77086,1,0,1,0,2005,1,2,1050,4,1,4,4,2,2.4,0,-20000,27,5061.672
70313521,30.004072,-95.478455,657000,4,4,3732,77068,1,0,1,0,2005,2,2,2759,4,1.2,3,1.3,2,2,0,-38000,207,9596
70313607,29.66942,-95.42172,397500,3,4,2379,77054,1,0,1,0,2005,3,2,1670,4,1.3,6,2.3,2,2.6,1,57500,3337,2143.152
70313705,29.669123,-95.42109,395000,4,4,2360,77054,1,0,1,0,2005,3,2,1659,4,1.3,6,2.3,2,2.6,1,96000,4650,2082.168
70313952,29.928988,-95.51152,272000,3,3,2280,77086,1,0,1,0,2005,2,2,1142,4,0.6,4,3.5,2,2.4,0,-9000,52,5928.516
70315156,29.928055,-95.172905,364900,4,3,3157,77044,1,0,1,0,2005,2,2,1533,4,2.2,5,1.8,4,2.2,1,362900,3456,8167.5
70315166,29.929712,-95.174164,364900,4,4,3163,77044,1,0,1,0,2005,2,2,1533,4,2.1,5,1.7,4,2.1,1,114900,2951,8241.552
70315180,29.929737,-95.17191,399900,4,4,3280,77044,1,0,1,0,2005,2,2,1680,4,2.1,5,1.8,4,2.3,0,-20100,81,10545.876
70315259,29.92777,-95.17162,374500,4,3,2842,77044,1,0,1,0,2007,1,2,1573,4,2.2,5,1.9,4,2.3,0,-5500,39,7801.596
70315477,29.918852,-95.67932,470000,4,4,3724,77095,1,1,1,0,2006,2,2,2100,8,1.6,8,1.2,5,2.9,1,180000,2204,7130.772
70315576,29.916891,-95.67713,380000,3,2,2427,77095,1,0,1,0,2005,1,2,1596,8,1.7,8,1,5,2.8,1,152500,1517,6102.756
70315792,29.811556,-95.14211,252000,3,2,1350,77049,1,0,1,0,2007,1,2,1058,5,0.5,5,1,4,1.6,0,-12900,80,4909.212
70316001,29.926834,-95.668564,455500,4,4,3632,77095,1,0,1,0,2005,2,2,1913,9,1.4,9,2.7,7,1.3,0,-20000,12,7296.3
70317174,29.919085,-95.158005,305000,3,2,1886,77044,1,0,1,0,2005,1,2,1281,4,2.8,5,2.8,4,3.1,1,130100,4592,6921.684
70317207,29.919828,-95.1596,318500,3,2,2098,77044,1,0,1,0,2005,1,2,1338,4,2.8,5,2.7,4,3,1,143500,4541,11539.044
70317294,29.928368,-95.521385,444900,5,4,3754,77064,1,0,1,0,2006,2,2,1869,4,1.7,7,3.3,4,3.6,0,0,2657,8550.828
80277262,29.810524,-95.71948,414999,7,5,4109,77084,1,0,1,0,2006,2,2,1743,5,0.3,8,1.1,6,1.5,1,117100,1568,8624.88
80387454,29.740906,-95.37037,500000,3,4,2433,77004,1,0,1,0,2006,3,2,2100,3,4,3,4,3,6,1,21000,1988,2500.344
80512074,29.836176,-95.41502,450000,3,2,1526,77018,0,0,1,0,1965,2,1,1890,4,0.1,6,1.6,3,1.6,1,40000,570,18891.972
80512311,29.686152,-95.61171,275000,3,2,1811,77072,1,0,1,0,2004,1,2,1155,6,0.8,6,1,3,1.6,1,143001,5418,4830.804
80512337,29.858837,-95.19984,235000,3,2,1736,77044,1,0,1,0,2005,1,2,987,4,0.3,4,1,4,0.8,1,168000,3841,7679.628
80512450,29.696775,-95.64035,330000,5,3,2486,77083,1,0,1,0,2006,2,2,1386,6,1.6,6,1.1,3,2.5,0,0,0,3497.868
80513508,29.701239,-95.35417,375000,3,4,2298,77021,1,0,1,0,2004,1,4,1575,3,1.3,3,0.9,2,1.3,0,0,0,5000
80515770,29.921482,-95.171715,322000,4,3,2428,77044,1,0,1,0,2005,2,2,1352,5,0.5,5,2,4,2.3,1,112100,4653,7405.2
80515892,29.727448,-95.36522,414900,3,3,2252,77004,1,0,1,0,2004,3,2,1743,4,0.6,3,2.3,2,0.7,1,15400,366,1724.976
80516465,29.80812,-95.71057,330000,4,4,2318,77084,1,0,1,0,2006,2,2,1386,6,1.4,8,0.5,6,0.9,0,0,0,4726.26
80517221,29.913177,-95.67114,321999,4,3,2252,77095,1,0,1,0,2005,2,2,1352,9,0.5,8,0.6,5,2.5,1,132099,5504,5924.16
80518171,29.912271,-95.66928,379500,4,3,2937,77095,1,0,1,0,2005,2,2,1594,9,0.5,8,0.5,5,2.4,1,223500,3992,6176.808
80519128,29.829678,-95.68475,420000,4,3,3331,77084,1,1,1,0,2005,1,2,1764,6,0.7,6,1.3,6,1.6,1,150100,5128,10576.368
80520298,29.724445,-95.3656,345000,3,3,2300,77004,1,0,1,0,2005,2,2,1449,4,0.4,3,2.1,2,0.7,0,0,6128,2275
80520786,29.636583,-95.4671,264888,4,3,1860,77085,1,0,1,0,2004,2,2,1113,5,0.7,4,1.3,2,1.9,1,146888,5044,4887.432
80520982,29.841892,-95.67287,309900,3,2,2075,77084,1,0,1,0,2006,1,2,1302,5,0.4,6,0.8,5,2,0,0,10,6324.912
80521890,29.699142,-95.2998,249000,2,3,1940,77087,1,0,1,0,2005,3,2,1046,4,0.7,5,1.6,3,4.2,1,94000,3570,3393.324
80522566,29.800005,-95.40954,840000,3,3,2308,77008,1,0,1,0,2005,2,2,3528,5,0.4,5,0.8,5,1.1,1,25000,698,3275.712
80523208,29.804087,-95.52958,250000,3,3,1432,77080,1,0,1,0,2006,2,2,1050,6,0.6,3,0.4,2,1.2,1,130000,4554,1733.688
80523737,30.009232,-95.438286,285000,4,3,3064,77090,1,0,1,0,2005,2,2,1197,3,4,3,4,3,6,0,0,0,4469.256
80523959,29.637308,-95.46903,270000,3,3,1800,77085,1,0,1,0,2005,2,2,1134,5,0.7,4,1.4,2,2.1,1,165000,4073,4678.344
80524027,29.960972,-95.559456,225000,3,2,1425,77070,1,0,1,0,2005,1,2,945,5,1.1,6,1.3,5,0.5,1,91100,3099,4795.956
80524767,30.003576,-95.40269,205000,4,3,1840,77073,1,0,1,0,2006,2,1,861,3,4,3,4,3,6,0,-65000,119,4599.936
80525685,29.686342,-95.42698,649995,3,4,3360,77025,1,0,1,0,2005,3,2,2730,5,0.3,6,1.2,6,2.6,0,0,0,4177.404
80527350,29.822556,-95.6822,359500,5,3,3655,77084,1,0,1,0,2005,2,2,1510,6,0.5,8,1.6,6,1.4,1,190500,4822,8725.068
80527936,29.643867,-95.46238,285000,4,3,2034,77045,1,0,1,0,2005,2,2,1197,4,1.5,4,1.6,2,1.8,0,0,0,4896.144
80528056,29.693233,-95.35087,268000,3,3,1434,77021,1,0,1,0,2005,2,2,1126,3,1.3,3,0.8,2,1.9,1,203000,4921,2121.372
80528453,29.690134,-95.29503,235000,3,2,1600,77087,0,0,1,0,2021,1,0,987,4,0.1,5,1.1,3,3.8,1,180000,3665,6577.56
80529466,29.690231,-95.29514,245000,3,2,1600,77087,0,0,1,0,2021,1,0,1029,4,0.1,5,1.1,3,3.8,1,190000,3665,6621.12
80530600,29.617088,-95.40566,240000,4,3,1833,77047,1,0,1,0,2006,2,2,1008,4,1.3,4,3,3,3.5,0,0,3954,5309.964
80530877,29.792946,-95.4751,514000,3,4,2680,77055,1,0,1,0,2006,3,2,2159,3,0.6,6,2.7,6,3.1,0,0,0,1406.988
80530968,29.618954,-95.40823,285000,4,3,1932,77047,1,0,1,0,2006,2,2,1197,4,1.3,4,2.8,3,3.5,1,195100,4334,4822.092
80531268,29.57167,-95.21848,485000,5,4,4205,77089,1,0,1,0,2006,2,2,2037,7,0.3,8,3.8,6,2.5,1,135100,2758,9147.6
80533063,29.809574,-95.422,450000,3,4,2022,77008,1,0,1,0,2005,3,2,1890,4,1.1,5,1.5,3,0.9,1,80000,5537,1629.144
80533170,29.991884,-95.40748,225000,3,2,1500,77073,1,0,1,0,2005,1,2,945,3,4,3,4,3,6,1,223900,5931,5985.144
80534677,29.739157,-95.45689,811600,3,3,3619,77027,1,0,1,0,2005,3,2,3549,7,1,9,3.2,5,1.9,1,839950,5803,2400.156
80535450,29.821835,-95.681625,346000,5,3,3483,77084,1,0,1,0,2005,2,2,1453,6,0.5,8,1.6,6,1.3,0,-26000,91,6194.232
80536507,29.79993,-95.42018,569000,3,4,2636,77008,1,0,1,0,2013,4,2,2390,4,0.6,6,2.2,3,1.4,0,-10900,35,1633.5
80538476,29.637604,-95.47497,275900,4,3,2300,77085,1,0,1,0,2006,2,2,1159,5,0.7,4,1.7,2,2.4,0,0,0,6516.576
80538660,29.85649,-95.196365,349900,4,3,2793,77044,1,0,1,0,2006,2,2,1470,4,0.4,4,1.1,4,0.8,0,0,0,7053
80539055,29.699594,-95.63406,275000,4,3,1776,77083,1,0,1,0,2006,2,2,1155,6,2.3,6,1.4,3,2.1,0,0,0,3680.82
80541397,29.788666,-95.58094,430000,4,4,2307,77043,1,0,1,0,2005,3,2,1806,4,0.6,5,1.4,5,1.7,1,141000,4876,2193
80541760,29.612223,-95.254585,265200,4,3,2329,77075,1,0,1,0,2006,2,2,1114,4,1.6,6,1.7,5,1.8,0,0,3209,5340.456
80541849,29.813782,-95.14599,285000,3,2,1715,77049,1,0,1,0,2005,1,2,1197,5,0.6,5,1.3,4,1.9,1,150100,4513,8245.908
80542806,29.979982,-95.4589,261000,3,2,1827,77014,1,0,1,0,2006,1,2,1096,4,0.8,3,1,2,1.9,1,196000,2554,6172.452
80543279,29.61941,-95.40826,229900,3,2,1373,77047,1,0,1,0,2006,1,2,966,4,1.3,4,2.8,3,3.5,0,-15600,5112,4399.56
80544748,29.769348,-95.403404,485000,3,4,2394,77007,1,0,1,0,2006,4,2,2037,8,1.4,6,1.7,5,1.7,1,50100,2289,2182.356
80544755,29.993084,-95.40433,298000,3,3,2222,77073,1,0,1,0,2006,2,2,1252,3,4,3,4,3,6,0,0,0,5061.672
80544889,29.913397,-95.66955,330000,4,3,2379,77095,1,0,1,0,2006,2,2,1386,9,0.5,8,0.6,5,2.4,1,101000,1708,7670.916
80545667,29.606197,-95.37156,259900,4,3,2513,77047,1,0,1,0,2005,2,2,1092,3,1.4,2,3.1,3,3.2,1,113900,3316,5945.94
80545868,30.00931,-95.43816,269000,3,2,1713,77090,1,0,1,0,2005,1,2,1130,3,4,3,4,3,6,0,0,0,3968.316
80546761,29.846277,-95.45281,297000,3,3,2110,77091,1,0,1,0,2007,2,2,1247,3,0.7,6,1.4,2,1.5,1,97100,2496,4909.212
80546814,29.735538,-95.46854,685000,3,4,2900,77056,1,0,1,0,2004,3,2,2877,7,0.3,7,0.9,2,2,0,0,0,3379
80546918,29.91091,-95.664375,320000,4,3,2197,77095,1,0,1,0,2006,2,2,1344,9,0.5,8,0.4,5,2.1,1,151000,3047,5871.888
80547136,29.930717,-95.56425,282000,4,3,1860,77064,1,0,1,0,2006,2,2,1184,4,0.1,5,0.7,5,3.5,1,124400,5606,7940.988
80547287,30.00353,-95.400955,219900,3,2,1338,77073,1,0,1,0,2006,1,1,924,3,4,3,4,3,6,0,0,0,4599.936
80547433,29.734985,-95.40787,739900,3,4,2965,77098,1,0,1,0,2011,5,2,3108,5,0.5,9,0.5,5,1.2,1,110400,4200,1598.652
80548942,29.973358,-95.40983,235000,3,2,1941,77073,1,0,1,0,2005,1,1,987,5,0.5,2,5.7,1,2.9,1,100000,2713,6168.096
80551562,29.611792,-95.44007,289900,5,4,2626,77053,1,0,1,0,2006,3,2,1218,4,0.6,4,1,2,1.1,0,0,3105,3619.836
80551634,29.980955,-95.39949,260000,4,3,1800,77073,1,0,1,0,2005,2,2,1092,3,4,3,4,3,6,1,20000,38,4399.56
80551783,29.914867,-95.68343,430000,4,2,3085,77095,1,0,1,0,2005,2,2,1806,8,1.3,8,1.2,5,3.2,1,150100,1951,10527
80552010,29.808687,-95.14664,260000,4,2,1954,77049,1,0,1,0,2006,1,2,1092,5,0.8,5,1.2,4,1.7,1,85348,4872,5797.836
80552076,29.916225,-95.45514,254900,3,2,1985,77038,1,0,1,0,2005,1,2,1071,3,4,3,4,3,6,0,-31100,160,5458.068
80552381,29.7338,-95.405624,639000,3,4,2405,77098,1,0,1,0,2005,3,2,2684,5,0.4,9,0.5,5,1.4,1,635850,4370,2448.072
80552530,29.921171,-95.634125,359900,4,3,3256,77095,1,0,1,0,2005,2,2,1512,6,1.4,7,1.6,5,0.2,0,0,0,12885.048
80552622,29.954885,-95.18092,270000,4,3,2241,77044,1,0,1,0,2006,2,2,1134,4,0.8,5,1.9,4,2.5,1,40100,1910,9845
80553432,29.858192,-95.19839,229000,4,2,1629,77044,1,0,1,0,2005,1,2,962,4,0.4,4,1.1,4,0.8,1,84000,2065,6599.34
80554764,29.806326,-95.14883,265000,3,2,2135,77049,1,0,1,0,2007,1,2,1113,6,0.8,5,0.5,4,1.8,0,0,23,5497.272
80555973,29.963291,-95.573845,270000,3,2,1975,77070,1,0,1,0,2006,1,2,1134,4,0.4,6,0.4,5,0.5,0,-30000,128,5501.628
80556756,29.930689,-95.56382,259900,3,3,1634,77064,1,0,1,0,2005,2,2,1092,4,0.2,5,0.7,5,3.5,0,-5100,5764,3676.464
80557993,29.862825,-95.589,645000,4,4,4505,77041,1,0,1,0,2005,2,3,2709,5,0.9,5,2.7,5,2.1,1,95000,1700,9679.032
80558164,29.787476,-95.406784,655000,4,3,2580,77008,1,0,1,0,2007,2,2,2751,4,0.4,6,1.3,5,1,1,275100,5632,2800.908
80558579,29.615229,-95.411415,275000,4,3,2051,77047,1,0,1,0,2005,2,2,1155,4,1,4,2.6,3,3.8,0,-25000,41,4399.56
80558670,29.98741,-95.44139,295000,4,3,2905,77090,1,0,1,0,2005,2,2,1239,3,4,3,4,3,6,0,0,5568,6324.912
80559891,30.011023,-95.40571,225000,3,3,2014,77073,1,0,1,0,2005,2,2,945,3,4,3,4,3,6,0,-50000,111,5741.208
80559976,29.775927,-95.41376,499000,3,4,2349,77007,1,0,1,0,2005,3,2,2096,8,0.8,6,1.9,5,2.3,0,-36000,5434,1873.08
80561182,29.812529,-95.69659,444786,5,4,4250,77084,1,0,1,0,2006,2,2,1868,6,0.6,8,0.5,6,0.4,1,104786,4411,7474.896
80561464,29.619267,-95.382286,237900,3,3,1993,77047,1,0,1,0,2006,2,1,999,3,1.2,2,3.3,3,2.6,0,-42000,70,4190.472
80562176,29.904005,-95.4627,236500,3,2,1845,77038,1,0,1,0,2006,1,2,1025,3,4,3,4,3,6,0,-16000,45,5501.628
80562546,29.729084,-95.39389,710000,3,4,2816,77006,1,0,1,0,2006,4,2,2982,5,0.9,9,1.1,5,2.2,1,181000,4655,1665
80562890,29.793896,-95.41368,498000,3,4,2728,77008,1,0,1,0,2006,3,2,2092,4,0.3,5,1.2,3,1.9,1,128500,3428,2195.424
80563004,29.922325,-95.169395,430000,4,3,3115,77044,1,0,1,0,2005,1,2,1806,5,0.5,5,2.1,4,2.4,0,0,4894,8712
80567488,29.861782,-95.66034,337000,4,3,3437,77084,1,0,1,0,2006,2,2,1415,6,0.5,6,0.3,6,1.6,1,94000,3913,5109.588
80568177,29.777246,-95.32909,287000,3,2,1230,77020,0,0,1,0,1950,1,0,1205,7,0.5,3,1.1,2,0.7,0,-11000,47,5649.732
80568278,30.016506,-95.4134,279000,4,3,2499,77073,1,0,1,0,2005,2,2,1172,3,4,3,4,3,6,1,169100,3985,4961.484
80568908,29.624203,-95.39383,340000,4,3,2922,77047,1,0,1,0,2005,2,1,1428,4,2.1,4,3.7,3,2.7,0,0,0,6468.66
80569060,29.843994,-95.67199,315000,3,2,1874,77084,1,0,1,0,2006,1,2,1323,5,0.4,6,0.7,5,2,0,0,0,8106.516
80570052,29.728825,-95.38231,539900,3,4,2649,77004,1,0,1,0,2006,3,2,2268,4,0.1,3,2.6,5,2.9,0,0,328,7289
80570614,29.691393,-95.615906,399000,4,4,2697,77083,1,0,1,0,2005,2,2,1676,6,1.1,4,0.2,3,1.4,0,-16000,189,4038.012
80571109,29.972652,-95.41581,234900,3,2,2729,77073,1,0,1,0,2005,2,1,987,5,0.8,2,6,1,2.9,1,104900,3538,4342.932
80573662,29.719584,-95.65938,285000,4,3,2584,77082,1,0,1,0,2005,2,2,1197,6,0.3,6,0.7,3,3.6,1,120000,3959,5044.248
80574304,29.78955,-95.57891,399900,4,4,2447,77043,1,0,1,0,2006,3,2,1680,4,0.5,5,1.5,5,1.8,1,84900,3579,1920.996
80575876,29.976755,-95.40978,240000,4,3,1716,77073,1,0,1,0,2005,2,1,1008,5,0.7,2,5.6,1,2.7,1,135000,5707,3563.208
80576459,29.978172,-95.40402,214900,3,3,1630,77073,1,0,1,0,2006,2,2,903,3,4,3,4,3,6,0,-5000,43,2591.82
80576553,29.916521,-95.66358,450000,6,4,3165,77095,1,0,1,0,2006,2,2,1890,9,0.8,8,0.8,5,2,0,0,0,5497.272
80577165,29.803802,-95.38964,649000,2,2,1980,77008,1,0,1,0,2005,2,2,2726,8,0.2,5,0.5,5,0.6,1,240000,2200,3550
80577741,29.624538,-95.36118,299000,3,3,1856,77047,1,0,1,0,2006,2,2,1256,3,0.3,2,2,3,2.1,0,-20000,126,8803.476
80578388,29.91136,-95.67145,320000,3,2,1778,77095,1,0,1,0,2006,1,2,1344,9,0.4,8,0.5,5,2.5,1,140500,2764,9016.92
80578968,29.9219,-95.67185,424995,5,4,3410,77095,1,0,1,0,2006,2,3,1785,9,1.1,9,3,7,1.6,0,-24005,146,8346.096
80579593,29.906713,-95.46328,268500,4,3,2393,77038,1,0,1,0,2005,2,2,1128,3,4,3,4,3,6,0,-16500,150,4399.56
80579720,29.772144,-95.4228,595000,4,4,3259,77007,1,0,1,0,2008,3,2,2499,8,0.2,6,2.6,5,2,1,125000,4119,2016.828
80582493,29.985144,-95.44432,240000,3,3,2155,77014,1,0,1,0,2006,2,2,1008,3,4,3,4,3,6,1,125000,3337,4957.128
80582792,29.620691,-95.38254,244900,3,3,1955,77047,1,0,1,0,2006,2,2,1029,3,1.2,2,3.3,3,2.5,1,243625,3078,4199.184
80583226,29.686333,-95.61258,339900,4,3,2940,77072,1,0,1,0,2005,2,2,1428,6,0.8,6,1,3,1.6,1,140000,2183,4961.484
80583717,29.965225,-95.49381,249000,5,3,2280,77066,1,0,1,0,2005,2,2,1046,4,0.4,4,0.4,2,0.4,0,-10000,18,4408.272
80586029,30.033028,-95.38525,225000,3,2,1250,77073,1,0,1,0,2005,1,2,945,3,4,3,4,3,6,0,0,0,4839.516
80586442,29.752138,-95.388626,850000,4,2,2564,77006,0,0,1,0,1929,2,2,3570,3,4,3,4,3,6,0,0,0,7013.16
80587326,29.768875,-95.40254,530000,4,4,2653,77007,1,0,1,0,2006,3,2,2226,8,1.4,6,1.7,5,1.7,0,0,2598,1842.588
80588434,29.585396,-95.24607,325000,4,2,1964,77089,1,0,1,0,2006,1,2,1365,6,0.2,6,2,5,1.8,1,160000,3861,5540.832
80588467,29.75657,-95.382515,329000,3,3,1353,77019,1,0,1,0,2006,2,2,1382,3,4,3,4,3,6,0,-20000,57,1611.72
80588708,29.895912,-95.51824,335000,3,2,2165,77040,1,0,1,0,2006,1,2,1407,5,0.5,5,2.6,4,2.5,0,-15000,136,7196.112
80588723,29.780418,-95.42027,477900,3,4,2302,77007,1,0,1,0,2005,3,2,2007,8,0.7,6,2.2,3,2.5,1,250200,4128,1759.824
80588745,29.72653,-95.38208,615000,3,4,2731,77004,1,0,1,0,2005,3,2,2583,4,0.1,3,2.5,5,2.9,1,135000,3096,1768.536
80589548,29.598804,-95.415436,249900,3,2,2096,77047,0,0,1,0,2001,1,0,1050,4,0.2,4,2.7,3,4.7,1,196900,5323,25500.024
80590480,29.977388,-95.40521,269700,4,3,2140,77073,1,0,1,0,2006,2,2,1133,3,4,3,4,3,6,1,134900,1653,3759.228
80590502,29.92151,-95.16751,470000,4,4,3941,77044,1,0,1,0,2006,2,3,1974,5,0.7,5,2.2,4,2.5,0,-15000,55,9443.808
80590507,29.799116,-95.41828,700000,4,3,3140,77008,1,0,1,0,2008,2,2,2940,4,0.7,6,2.3,3,1.5,1,125000,3393,3624.192
80590772,29.751673,-95.38878,490000,3,4,2873,77006,1,0,1,0,2004,4,2,2058,3,4,3,4,3,6,1,65000,4599,2080
80590806,29.61182,-95.43895,259900,4,3,2051,77053,0,0,1,0,2006,2,0,1092,4,0.6,4,1,2,1.1,1,258500,5475,4382.136
80593080,29.911863,-95.66167,275000,3,2,1530,77095,1,0,1,0,2006,1,2,1155,9,0.6,8,0.6,5,1.9,0,-5000,1499,5323.032
80595290,29.807655,-95.41721,439900,3,3,2081,77008,1,0,1,0,2006,3,2,1848,4,1.1,5,1.2,3,1.2,1,69900,3575,1650.924
80595435,29.618053,-95.41028,275000,4,3,2125,77047,1,0,1,0,2006,2,2,1155,4,1.2,4,2.7,3,3.6,0,-10000,91,4560.732
80595717,29.97528,-95.399666,219500,3,2,1345,77073,0,0,1,0,2006,1,0,922,3,4,3,4,3,6,1,117500,4868,4613.004
80596354,29.809553,-95.71082,280000,3,2,1576,77084,1,0,1,0,2005,1,2,1176,6,1.3,8,0.6,6,0.9,0,-5000,204,5039.892
80596960,29.927767,-95.66689,374900,4,3,2581,77095,1,0,1,0,2006,2,2,1575,9,1.4,9,2.7,7,1.2,0,0,0,6102.756
80598033,29.699205,-95.29991,250000,2,3,1940,77087,1,0,1,0,2005,3,2,1050,4,0.7,5,1.6,3,4.2,1,248650,4561,2613.6
80598395,29.993036,-95.40701,289900,4,3,2640,77073,1,0,1,0,2005,2,2,1218,3,4,3,4,3,6,1,177000,4972,10702.692
80599092,29.769512,-95.41529,573900,4,4,2670,77007,1,0,1,0,2007,3,2,2410,8,0.6,6,2.2,5,1.9,1,81400,2996,1707.552
80599217,29.72704,-95.647285,267000,3,2,1694,77082,1,0,1,0,2005,1,2,1121,6,0.8,6,1.2,3,3,0,0,0,4138.2
80599248,29.79993,-95.42018,599000,3,4,2636,77008,1,0,1,0,2013,4,2,2516,4,0.6,6,2.2,3,1.4,0,-31000,14,2027
82733165,29.586136,-95.44742,258000,3,3,2170,77053,1,0,1,0,2007,2,2,1084,2,0.8,3,1.6,2,2.2,1,208100,5145,4774.176
83894972,29.807259,-95.14058,292000,3,3,2256,77049,1,0,1,0,2004,2,2,1226,5,0.6,5,0.8,4,1.4,0,0,5155,4948.416
84007566,29.691225,-95.28784,329999,3,2,1881,77087,1,0,1,0,2020,1,2,1386,4,0.5,5,1.4,3,4.1,1,297499,3133,6838.92
84008795,29.75467,-95.38292,350000,3,3,1625,77019,1,0,1,0,2002,2,1,1470,3,4,3,4,3,6,1,30000,1603,2870.604
84010068,29.818836,-95.37884,358888,3,4,1784,77022,0,0,1,0,1948,1,0,1507,4,0.7,3,3.5,3,1.2,1,153889,869,15498.648
84010502,29.858648,-95.63138,312000,4,2,2257,77084,1,0,1,0,2001,1,2,1310,5,0.6,5,0.7,5,3.7,1,133000,1687,6324.912
84011125,29.789806,-95.44338,359900,3,3,1801,77008,1,0,1,0,2007,2,2,1512,4,1,6,2.4,3,1.9,1,30000,2710,1800
84011502,29.80852,-95.28261,275000,3,2,1503,77028,1,0,1,0,2003,1,2,1155,3,0.4,3,3,3,2.2,1,95000,7391,7039.296
84011962,29.622683,-95.23444,219000,3,3,2208,77075,1,0,1,0,2004,2,1,920,4,0.7,6,1.1,3,2.4,1,69100,2395,5031.18
84012085,29.689528,-95.289925,229900,4,1,1224,77087,0,0,1,0,1951,1,0,966,4,0.3,5,1.3,3,3.9,0,0,3748,5998.212
84012123,30.019701,-95.570404,279500,4,3,2512,77070,1,0,1,0,1980,1,2,1174,8,0.8,6,0.1,5,0.3,0,-10000,28,13974.048
84012244,29.708086,-95.379745,639400,4,4,3618,77021,1,0,1,0,2002,3,4,2685,4,1.1,3,1.5,2,1.8,0,-29600,5250,2949.012
84013554,29.745356,-95.38189,625000,3,4,2584,77006,1,0,1,0,2002,3,2,2625,3,4,3,4,3,6,1,130000,3883,4090.284
84013684,29.95984,-95.46293,295000,4,3,2628,77067,1,0,1,0,2002,2,2,1239,3,4,3,4,3,6,1,180100,4184,5314.32
84014063,29.960339,-95.46521,263000,3,2,1560,77067,0,0,1,0,1981,1,0,1105,6,0.7,3,0.4,2,3.2,0,0,0,7740.612
84014321,29.62143,-95.38232,295000,3,3,2337,77047,1,0,1,0,2007,2,2,1239,3,1.2,2,3.3,3,2.4,1,155100,3172,4347.288
84015634,29.955057,-95.1771,268000,3,2,1829,77044,1,0,1,0,2007,1,2,1126,4,0.6,5,2.1,4,2.7,1,78500,1790,3868.128
84016759,29.80013,-95.41662,409999,3,3,1867,77008,1,0,1,0,2007,2,2,1722,4,0.6,5,1.2,3,1.5,1,130099,3863,2395.8
84017306,29.756245,-95.37933,335000,3,3,1379,77019,1,0,1,0,2004,2,2,1407,3,4,3,4,3,6,1,66000,54,2478.564
84020802,29.769709,-95.3718,425000,3,4,2454,77007,1,0,1,0,2007,3,2,1785,6,0.6,6,1.5,5,2.1,0,-25000,13,1703.196
84021094,29.977406,-95.40374,249990,5,4,2218,77073,1,0,1,0,2007,2,2,1050,3,4,3,4,3,6,1,172490,3697,3759.228
84021825,29.911428,-95.66501,449000,5,4,3645,77095,1,0,1,0,2007,2,2,1886,9,0.5,8,0.5,5,2.1,1,174000,2839,6599.34
84022257,29.78764,-95.57816,449990,4,4,2462,77043,1,0,1,0,2007,3,2,1890,4,0.7,5,1.5,5,1.8,1,190990,4414,1999.404
